iter	Passed	Remaining
1706	5019	861
1707	5023	858
1708	5025	855
1709	5028	852
1710	5031	849
1711	5034	847
1712	5037	844
1713	5040	841
1714	5043	838
1715	5045	835
1716	5048	832
1717	5050	829
1718	5054	826
1719	5056	823
1720	5059	820
1721	5062	817
1722	5064	814
1723	5067	811
1724	5069	808
1725	5072	805
1726	5075	802
1727	5078	799
1728	5080	796
1729	5084	793
1730	5087	790
1731	5089	787
1732	5092	784
1733	5095	781
1734	5098	778
1735	5100	775
1736	5103	772
1737	5107	769
1738	5110	766
1739	5112	763
1740	5115	760
1741	5117	757
1742	5120	755
1743	5123	752
1744	5126	749
1745	5129	746
1746	5132	743
1747	5135	740
1748	5140	737
1749	5143	734
1750	5147	731
1751	5149	728
1752	5152	725
1753	5154	722
1754	5158	720
1755	5160	717
1756	5163	714
1757	5167	711
1758	5171	708
1759	5174	705
1760	5177	702
1761	5179	699
1762	5182	696
1763	5185	693
1764	5188	690
1765	5192	687
1766	5195	685
1767	5197	682
1768	5200	679
1769	5203	676
1770	5205	673
1771	5208	670
1772	5211	667
1773	5215	664
1774	5217	661
1775	5220	658
1776	5223	655
1777	5225	652
1778	5229	649
1779	5232	646
1780	5234	643
1781	5236	640
1782	5240	637
1783	5242	634
1784	5245	631
1785	5248	628
1786	5251	626
1787	5254	622
1788	5257	620
1789	5261	617
1790	5263	614
1791	5266	611
1792	5270	608
1793	5272	605
1794	5275	602
1795	5278	599
1796	5281	596
1797	5284	593
1798	5287	590
1799	5290	587
1800	5294	584
1801	5297	582
1802	5300	579
1803	5303	576
1804	5306	573
1805	5309	570
1806	5311	567
1807	5315	564
1808	5317	561
1809	5320	558
1810	5323	555
1811	5327	552
1812	5329	549
1813	5332	546
1814	5336	543
1815	5339	541
1816	5342	538
1817	5345	535
1818	5348	532
1819	5350	529
1820	5353	526
1821	5356	523
1822	5359	520
1823	5362	517
1824	5365	514
1825	5368	511
1826	5372	508
1827	5374	505
1828	5377	502
1829	5380	499
1830	5382	496
1831	5385	493
1832	5388	490
1833	5390	487
1834	5394	485
1835	5397	482
1836	5400	479
1837	5404	476
1838	5407	473
1839	5409	470
1840	5412	467
1841	5414	464
1842	5417	461
1843	5420	458
1844	5423	455
1845	5427	452
1846	5430	449
1847	5433	446
1848	5436	443
1849	5439	441
1850	5443	438
1851	5445	435
1852	5448	432
1853	5450	429
1854	5454	426
1855	5457	423
1856	5460	420
1857	5463	417
1858	5466	414
1859	5469	411
1860	5472	408
1861	5475	405
1862	5478	402
1863	5481	399
1864	5483	396
1865	5485	393
1866	5489	391
1867	5492	388
1868	5496	385
1869	5499	382
1870	5502	379
1871	5505	376
1872	5507	373
1873	5510	370
1874	5513	367
1875	5516	364
1876	5519	361
1877	5523	358
1878	5526	355
1879	5529	352
1880	5532	350
1881	5536	347
1882	5538	344
1883	5541	341
1884	5544	338
1885	5547	335
1886	5550	332
1887	5553	329
1888	5555	326
1889	5559	323
1890	5562	320
1891	5565	317
1892	5567	314
1893	5571	311
1894	5573	308
1895	5576	305
1896	5579	302
1897	5582	299
1898	5585	297
1899	5588	294
1900	5590	291
1901	5593	288
1902	5596	285
1903	5599	282
1904	5601	279
1905	5604	276
1906	5607	273
1907	5611	270
1908	5613	267
1909	5616	264
1910	5618	261
1911	5621	258
1912	5624	255
1913	5626	252
1914	5629	249
1915	5631	246
1916	5634	243
1917	5637	241
1918	5641	238
1919	5643	235
1920	5646	232
1921	5649	229
1922	5651	226
1923	5655	223
1924	5657	220
1925	5660	217
1926	5662	214
1927	5665	211
1928	5669	208
1929	5672	205
1930	5674	202
1931	5677	199
1932	5680	196
1933	5683	193
1934	5685	191
1935	5689	188
1936	5691	185
1937	5694	182
1938	5697	179
1939	5700	176
1940	5703	173
1941	5706	170
1942	5710	167
1943	5712	164
1944	5715	161
1945	5718	158
1946	5722	155
1947	5725	152
1948	5728	149
1949	5731	146
1950	5735	144
1951	5737	141
1952	5740	138
1953	5743	135
1954	5746	132
1955	5749	129
1956	5752	126
1957	5754	123
1958	5757	120
1959	5759	117
1960	5762	114
1961	5764	111
1962	5768	108
1963	5771	105
1964	5774	102
1965	5778	99
1966	5781	96
1967	5784	94
1968	5788	91
1969	5791	88
1970	5794	85
1971	5796	82
1972	5799	79
1973	5801	76
1974	5803	73
1975	5807	70
1976	5809	67
1977	5813	64
1978	5815	61
1979	5818	58
1980	5820	55
1981	5823	52
1982	5826	49
1983	5829	47
1984	5831	44
1985	5835	41
1986	5838	38
1987	5843	35
1988	5847	32
1989	5850	29
1990	5853	26
1991	5857	23
1992	5859	20
1993	5863	17
1994	5867	14
1995	5870	11
1996	5873	8
1997	5876	5
1998	5879	2
1999	5882	0
